Geneid,LNCAP_Hypoxia_S2,PC3_Normoxia_S2,LNCAP_Hypoxia_S1,LNCAP_Normoxia_S2,PC3_Normoxia_S1,PC3_Hypoxia_S2,PC3_Hypoxia_S1,LNCAP_Normoxia_S1
ENSG00000242640,0,0,0,0,0,0,0,0
ENSG00000242641,0,0,0,0,0,0,0,0
ENSG00000242650,0,0,0,0,0,0,0,0
ENSG00000242651,0,0,0,0,0,0,0,0
ENSG00000242653,0,0,0,0,0,0,0,0
ENSG00000242654,0,0,0,0,0,0,0,0
ENSG00000242657,0,0,0,0,0,0,0,0
ENSG00000242659,0,0,0,1,0,0,1,0
ENSG00000242660,11,1,10,28,0,4,10,15
ENSG00000242661,1,1,0,0,0,0,1,0
ENSG00000242667,0,0,0,0,0,0,0,0
ENSG00000242668,0,0,0,0,0,0,0,0
ENSG00000242670,1,0,0,0,0,0,0,0
ENSG00000242671,0,0,0,0,0,0,0,0
ENSG00000242673,0,0,0,0,0,0,0,0
ENSG00000242675,0,0,0,0,0,0,0,0
ENSG00000242683,0,1,1,1,0,0,0,4
ENSG00000242686,1,0,0,0,0,0,0,0
ENSG00000242688,0,0,0,0,0,0,0,0
ENSG00000242689,36,22,12,10,5,7,13,11
ENSG00000242692,4,0,2,10,0,0,0,11
ENSG00000242696,0,0,0,0,0,0,0,0
ENSG00000242697,4,6,2,6,2,4,5,5
ENSG00000242699,0,0,0,0,0,0,0,0
ENSG00000242703,0,0,0,0,0,0,0,0
ENSG00000242705,0,0,0,1,0,0,1,1
ENSG00000242706,0,0,0,0,0,0,0,0
ENSG00000242707,0,1,0,0,0,0,0,0
ENSG00000242709,0,0,0,0,0,0,0,0
ENSG00000242715,0,69,0,0,41,5,35,0
ENSG00000242719,0,0,0,0,0,0,0,0
ENSG00000242727,0,0,0,0,0,0,0,0
ENSG00000242728,0,0,0,0,0,0,0,0
ENSG00000242729,0,0,0,0,0,0,0,0
ENSG00000242731,1,0,5,2,0,0,0,6
ENSG00000242732,401,57,324,240,18,11,39,196
ENSG00000242735,0,0,0,0,0,0,0,0
ENSG00000242736,0,0,0,0,0,0,0,0
ENSG00000242737,3,5,0,1,0,0,1,1
ENSG00000242741,0,0,0,1,0,0,0,0
ENSG00000242747,5,4,0,3,0,4,6,6
ENSG00000242748,2,1,3,0,0,0,0,1
ENSG00000242752,0,0,0,0,0,0,0,0
ENSG00000242756,4,11,8,4,4,3,7,10
ENSG00000242757,0,0,0,0,0,0,0,0
ENSG00000242759,24,27,21,23,7,14,15,35
ENSG00000242764,0,0,0,0,0,0,0,0
ENSG00000242766,0,0,0,0,0,0,0,0
ENSG00000242767,0,0,1,1,0,2,0,0
ENSG00000242768,0,1,0,0,0,1,0,0
ENSG00000242769,0,0,0,0,0,0,0,0
ENSG00000242770,0,0,0,0,0,0,0,0
ENSG00000242771,0,0,0,0,0,0,0,0
ENSG00000242775,10,0,3,3,0,0,0,0
ENSG00000242779,0,0,0,0,0,0,0,0
ENSG00000242781,24,17,20,10,12,10,23,10
ENSG00000242790,0,0,0,0,0,0,0,0
ENSG00000242791,3,10,8,0,4,4,7,7
ENSG00000242793,0,0,0,0,0,0,0,0
ENSG00000242794,2,0,0,0,0,0,0,0
ENSG00000242795,0,3,0,0,2,3,11,0
ENSG00000242797,11,5,23,14,2,3,2,23
ENSG00000242798,5,2,3,1,1,1,0,7
ENSG00000242802,383,319,300,343,125,91,221,294
ENSG00000242807,0,0,0,0,0,0,0,0
ENSG00000242808,12,8,7,16,2,1,12,13
ENSG00000242810,0,0,0,0,0,0,0,0
ENSG00000242811,0,0,0,0,0,0,0,0
ENSG00000242814,6,2,3,7,0,0,4,1
ENSG00000242816,0,0,0,0,0,0,0,0
ENSG00000242818,0,1,0,1,2,0,0,0
ENSG00000242828,548,118,538,316,32,45,188,381
ENSG00000242829,0,6,0,0,2,1,3,0
ENSG00000242834,0,0,0,0,0,0,0,0
ENSG00000242836,0,0,0,0,0,0,0,0
ENSG00000242837,0,0,0,0,0,0,0,0
ENSG00000242841,1,1,0,0,0,0,0,0
ENSG00000242849,1,0,2,0,0,0,1,0
ENSG00000242850,0,0,0,0,0,0,0,0
ENSG00000242852,3,5,0,1,10,2,10,3
ENSG00000242853,1,1,0,0,0,0,1,0
ENSG00000242854,0,0,0,0,0,0,0,0
ENSG00000242855,0,0,0,0,0,0,1,0
ENSG00000242856,0,0,0,0,0,0,0,0
ENSG00000242858,0,0,0,0,1,0,2,1
ENSG00000242860,0,0,0,0,0,0,0,0
ENSG00000242861,279,13,273,132,1,2,6,193
ENSG00000242863,0,1,0,0,0,0,0,0
ENSG00000242865,0,0,0,0,0,0,0,0
ENSG00000242866,16,0,14,7,0,0,1,6
ENSG00000242875,0,0,0,0,0,0,0,0
ENSG00000242876,4,2,1,2,1,0,0,0
ENSG00000242880,2,11,4,1,3,9,11,17
ENSG00000242882,11,3,7,6,3,2,19,7
ENSG00000242887,0,0,0,0,0,0,0,0
ENSG00000242888,0,0,0,0,0,0,0,0
ENSG00000242889,29,3,13,8,0,0,3,8
ENSG00000242893,0,0,0,0,0,0,0,0
ENSG00000242894,0,0,0,0,0,0,0,0
ENSG00000242899,3,0,0,4,0,0,0,2
ENSG00000242902,1,1,0,1,0,0,0,0
ENSG00000242908,0,2,0,0,0,0,0,0
ENSG00000242911,0,0,0,0,0,0,0,0
ENSG00000242912,0,0,0,0,0,0,0,0
ENSG00000242915,0,0,0,0,0,0,0,0
ENSG00000242922,0,0,0,0,0,0,0,0
ENSG00000242925,0,0,0,0,0,0,0,0
ENSG00000242928,0,0,0,0,0,0,0,0
ENSG00000242931,5,5,1,0,4,2,8,0
ENSG00000242936,0,0,0,0,0,0,0,0
ENSG00000242941,0,0,0,0,0,0,0,0
ENSG00000242943,0,0,0,0,0,0,0,0
ENSG00000242945,0,0,0,0,0,0,0,0
ENSG00000242948,0,0,0,0,0,0,0,0
ENSG00000242950,0,1,3,0,0,0,2,1
ENSG00000242951,373,256,288,340,100,114,375,316
ENSG00000242952,21,3,20,17,0,0,1,14
ENSG00000242953,0,0,0,0,0,0,0,0
ENSG00000242958,0,0,0,0,0,0,0,0
ENSG00000242960,26,3,16,20,2,3,7,24
ENSG00000242963,0,0,0,0,0,0,0,0
ENSG00000242968,0,0,0,0,0,0,0,0
ENSG00000242970,1,2,0,2,1,0,2,4
ENSG00000242971,0,2,0,0,1,0,1,0
ENSG00000242973,0,0,0,0,0,0,0,0
ENSG00000242976,0,0,0,0,0,0,0,0
ENSG00000242978,0,0,0,0,0,1,0,0
ENSG00000242979,0,0,0,1,0,0,1,0
ENSG00000242983,0,2,0,0,0,0,3,0
ENSG00000242985,0,0,0,0,0,0,0,0
ENSG00000242986,0,1,0,0,0,0,1,0
ENSG00000242989,0,0,0,0,0,0,0,0
ENSG00000242990,0,0,0,0,0,0,0,0
ENSG00000242991,0,0,0,0,0,0,0,0
ENSG00000242992,4,0,3,0,0,0,2,1
ENSG00000242993,0,0,0,0,0,0,0,0
ENSG00000242995,0,0,0,0,0,0,0,0
ENSG00000242998,0,0,0,0,0,0,0,0
ENSG00000242999,0,11,0,0,4,4,9,1
ENSG00000243004,13,0,17,15,0,0,0,15
ENSG00000243005,0,4,0,0,1,1,4,0
ENSG00000243007,9,1,4,10,0,0,1,6
ENSG00000243008,3,0,1,0,1,0,0,1
ENSG00000243011,0,0,0,0,0,0,0,0
ENSG00000243014,59,0,53,33,0,0,1,41
ENSG00000243015,0,0,0,0,0,0,0,0
ENSG00000243016,0,0,0,0,0,0,0,0
ENSG00000243018,0,1,0,1,0,0,0,0
ENSG00000243020,0,0,0,0,0,0,0,0
ENSG00000243022,0,0,0,0,0,0,0,0
ENSG00000243023,0,1,0,0,0,4,6,0
ENSG00000243024,0,0,0,0,0,0,0,0
ENSG00000243025,0,0,0,0,0,0,0,0
ENSG00000243027,0,0,0,0,0,0,1,0
ENSG00000243029,0,0,0,0,0,0,0,0
ENSG00000243033,0,0,0,0,0,0,0,0
ENSG00000243035,0,0,0,0,0,0,0,0
ENSG00000243038,0,0,0,0,0,0,0,0
ENSG00000243040,0,0,0,0,0,0,0,0
ENSG00000243044,0,0,0,0,0,0,0,0
ENSG00000243048,0,0,0,0,0,0,0,0
ENSG00000243049,0,0,0,0,0,0,0,0
ENSG00000243050,0,0,0,0,0,0,0,0
ENSG00000243051,0,0,0,0,0,0,0,0
ENSG00000243053,0,0,0,0,0,0,0,0
ENSG00000243055,0,0,0,0,0,0,0,0
ENSG00000243056,50,0,33,67,0,0,2,63
ENSG00000243058,0,0,0,0,0,0,0,0
ENSG00000243059,0,0,0,0,0,0,0,0
ENSG00000243062,0,0,0,0,0,0,0,0
ENSG00000243063,0,0,0,0,0,0,0,0
ENSG00000243064,0,0,0,0,0,0,0,0
ENSG00000243066,0,0,0,0,0,0,0,0
ENSG00000243069,254,8,226,482,2,2,4,441
ENSG00000243071,10,1,6,7,1,4,8,11
ENSG00000243072,0,0,0,0,0,0,0,0
ENSG00000243073,0,0,0,0,0,0,0,0
ENSG00000243075,0,0,0,0,0,0,0,0
ENSG00000243081,8,0,5,24,0,0,3,10
ENSG00000243083,18,4,22,21,2,0,1,16
ENSG00000243085,0,0,0,0,0,0,0,0
ENSG00000243089,0,23,0,0,10,17,21,0
ENSG00000243094,0,4,3,2,1,0,0,0
ENSG00000243095,0,0,0,0,0,0,0,0
ENSG00000243099,27,0,14,19,0,1,0,31
ENSG00000243101,0,3,4,1,1,0,1,2
ENSG00000243103,3,3,0,0,4,0,3,0
ENSG00000243104,0,0,0,0,0,0,0,0
ENSG00000243107,3,1,6,7,1,0,2,10
ENSG00000243115,0,0,0,0,0,0,0,0
ENSG00000243116,0,0,1,0,0,0,0,0
ENSG00000243122,0,0,0,0,0,0,0,0
ENSG00000243124,0,0,0,0,0,0,0,0
ENSG00000243125,0,0,0,0,0,0,0,0
ENSG00000243129,0,0,0,0,0,0,1,0
ENSG00000243130,0,1,0,0,0,0,0,0
ENSG00000243136,0,0,0,0,0,0,0,0
ENSG00000243137,0,0,0,0,2,0,1,0
ENSG00000243141,0,0,0,0,0,0,0,0
ENSG00000243144,0,0,1,1,1,0,0,0
ENSG00000243147,2622,810,2092,2338,372,253,775,2679
ENSG00000243149,0,0,0,0,0,0,0,0
ENSG00000243150,0,0,0,0,0,0,0,1
ENSG00000243154,0,0,0,0,0,0,0,0
ENSG00000243155,24,4,21,20,0,1,1,24
ENSG00000243156,3496,633,3212,1668,236,195,654,2082
ENSG00000243160,0,0,0,1,0,0,0,1
ENSG00000243164,0,0,0,0,0,0,1,0
ENSG00000243165,0,0,0,0,0,0,0,0
ENSG00000243167,1,1,3,5,0,0,3,1
ENSG00000243171,0,0,0,0,0,0,0,0
ENSG00000243173,0,0,1,0,0,0,1,0
ENSG00000243175,0,0,0,0,0,0,0,0
ENSG00000243181,8,5,2,14,1,6,6,13
ENSG00000243187,0,2,2,2,1,0,0,1
ENSG00000243188,0,0,0,0,0,0,0,0
ENSG00000243193,0,0,0,0,0,0,0,0
ENSG00000243195,0,0,0,0,0,0,0,0
ENSG00000243197,0,0,0,0,0,0,0,0
ENSG00000243199,85,17,70,103,10,26,70,104
ENSG00000243207,0,0,0,0,0,0,0,0
ENSG00000243224,81,17,62,100,6,2,8,114
ENSG00000243225,0,0,0,0,0,0,0,0
ENSG00000243227,0,0,0,0,0,0,0,0
ENSG00000243230,0,0,0,0,0,0,0,0
ENSG00000243232,3,71,6,8,34,18,54,8
ENSG00000243234,2,0,1,0,0,0,0,0
ENSG00000243236,2,0,0,0,0,0,0,0
ENSG00000243238,0,0,0,0,0,0,0,0
ENSG00000243243,0,0,0,0,0,0,1,0
ENSG00000243244,130,54,136,77,21,16,58,107
ENSG00000243250,0,0,0,0,0,0,0,0
ENSG00000243254,0,0,0,0,0,0,0,0
ENSG00000243256,0,0,0,0,0,0,0,0
ENSG00000243257,0,0,0,0,0,0,0,1
ENSG00000243260,0,0,0,0,2,0,0,0
ENSG00000243264,0,0,0,0,0,0,0,0
ENSG00000243265,0,0,0,0,0,0,0,0
ENSG00000243267,0,1,2,0,0,0,0,0
ENSG00000243273,0,0,0,0,0,0,0,0
ENSG00000243274,0,0,0,0,0,0,0,0
ENSG00000243276,2,0,0,0,0,0,0,0
ENSG00000243279,278,3,281,239,1,4,3,147
ENSG00000243280,6,0,2,3,2,0,1,3
ENSG00000243284,0,0,0,0,0,0,0,0
ENSG00000243287,0,0,1,0,0,0,0,0
ENSG00000243289,0,0,0,0,0,0,0,0
ENSG00000243290,0,0,0,0,0,0,0,0
ENSG00000243295,1,0,0,0,0,1,0,0
ENSG00000243296,0,0,0,0,0,0,0,0
ENSG00000243297,0,0,1,0,0,0,1,0
ENSG00000243302,0,0,0,0,0,0,0,0
ENSG00000243303,0,0,0,0,0,0,0,0
ENSG00000243304,2,4,1,1,1,0,0,4
ENSG00000243305,0,0,0,0,0,0,0,0
ENSG00000243307,0,0,0,0,0,0,0,0
ENSG00000243312,0,0,1,0,0,0,1,0
ENSG00000243313,0,0,0,0,0,0,0,0
ENSG00000243314,0,0,0,0,0,0,0,0
ENSG00000243316,0,0,0,0,0,0,0,0
ENSG00000243317,1856,1649,1545,1782,555,587,1415,1803
ENSG00000243319,0,0,0,0,0,0,0,0
ENSG00000243321,0,0,0,0,1,0,1,0
ENSG00000243323,0,0,0,1,0,0,0,0
ENSG00000243328,0,0,0,0,0,0,0,0
ENSG00000243333,0,0,0,0,0,0,5,0
ENSG00000243335,416,214,367,313,76,86,250,389
ENSG00000243338,0,0,0,0,0,0,0,0
ENSG00000243339,0,0,0,0,0,0,0,0
ENSG00000243345,0,0,0,0,0,0,0,0
ENSG00000243346,0,0,0,0,0,0,0,0
ENSG00000243347,0,0,0,0,0,0,0,0
ENSG00000243349,1,1,2,0,0,0,1,4
ENSG00000243352,0,2,0,0,0,5,7,0
ENSG00000243353,0,0,0,0,1,1,1,0
ENSG00000243355,0,0,0,0,0,0,0,0
ENSG00000243359,0,0,0,0,0,1,4,0
ENSG00000243364,558,289,475,372,102,106,326,419
ENSG00000243365,0,0,0,0,0,0,0,0
ENSG00000243366,0,0,0,0,0,0,0,0
ENSG00000243368,0,0,0,0,0,0,0,0
ENSG00000243370,1,6,0,0,4,1,18,0
ENSG00000243373,0,1,0,0,1,0,2,0
ENSG00000243374,0,0,0,0,0,0,0,0
ENSG00000243378,0,0,0,0,0,0,0,0
ENSG00000243383,0,0,0,0,0,0,0,0
ENSG00000243384,0,0,0,0,0,0,0,0
ENSG00000243385,1,1,0,0,0,0,2,0
ENSG00000243388,11,0,7,14,1,0,3,3
ENSG00000243389,3,2,0,1,0,0,0,2
ENSG00000243396,0,0,0,0,0,0,0,0
ENSG00000243398,0,4,2,0,0,1,0,0
ENSG00000243402,0,0,0,0,0,0,0,0
ENSG00000243403,6,0,4,6,0,3,5,10
ENSG00000243404,0,0,0,0,0,0,0,0
ENSG00000243406,0,0,2,1,0,0,0,0
ENSG00000243410,0,0,5,1,0,1,1,2
ENSG00000243414,0,4,0,1,3,3,5,0
ENSG00000243415,0,0,0,0,0,0,0,0
ENSG00000243417,0,0,0,0,0,0,0,0
ENSG00000243420,0,0,0,0,0,0,0,0
ENSG00000243422,0,0,0,0,0,0,0,0
ENSG00000243423,0,0,0,0,0,0,2,0
ENSG00000243424,0,1,0,0,0,1,0,0
ENSG00000243426,0,1,0,0,0,0,0,0
ENSG00000243429,0,0,0,0,0,0,0,0
ENSG00000243431,20,3,12,11,1,8,19,10
ENSG00000243433,0,1,0,0,0,0,0,0
ENSG00000243437,0,0,0,0,0,0,0,0
ENSG00000243438,0,0,0,2,0,0,0,2
ENSG00000243439,0,0,0,0,0,0,0,0
ENSG00000243445,2,5,1,1,5,1,3,3
ENSG00000243446,0,7,0,0,2,0,0,0
ENSG00000243449,36,35,31,98,33,13,26,42
ENSG00000243455,0,0,1,0,0,0,0,0
ENSG00000243466,0,0,0,0,0,0,0,0
ENSG00000243468,0,0,0,0,0,0,0,0
ENSG00000243469,0,0,0,0,0,0,0,0
ENSG00000243477,640,211,628,474,80,114,261,466
ENSG00000243478,0,0,0,0,0,0,1,0
ENSG00000243479,378,45,336,503,16,5,17,415
ENSG00000243480,0,0,0,0,0,0,0,0
ENSG00000243483,0,0,0,0,0,0,0,0
ENSG00000243485,0,0,0,0,0,0,0,0
ENSG00000243486,0,2,0,0,0,0,0,0
ENSG00000243488,0,0,0,0,0,0,0,0
ENSG00000243489,0,0,0,0,0,0,0,0
ENSG00000243491,3,1,1,0,0,0,0,0
ENSG00000243494,0,0,0,0,0,0,0,1
ENSG00000243495,106,7,132,103,2,3,6,108
ENSG00000243498,0,3,0,1,3,11,5,0
ENSG00000243499,0,0,0,0,0,0,0,0
ENSG00000243501,0,0,0,0,0,0,0,0
ENSG00000243503,0,0,0,0,0,0,0,0
ENSG00000243504,0,0,0,0,0,1,2,0
ENSG00000243505,0,0,0,0,0,0,0,0
ENSG00000243507,0,0,0,0,0,0,0,0
ENSG00000243508,0,1,0,0,0,0,1,0
ENSG00000243509,0,0,0,0,0,0,0,0
ENSG00000243510,0,1,0,0,0,0,1,0
ENSG00000243514,0,0,0,0,0,0,0,0
ENSG00000243516,0,0,0,0,0,0,0,0
ENSG00000243517,47,52,51,69,22,24,52,49
ENSG00000243518,0,0,0,0,0,0,0,0
ENSG00000243519,0,0,0,0,0,0,0,0
ENSG00000243521,0,0,0,0,1,0,1,0
ENSG00000243531,0,0,0,0,0,0,0,0
ENSG00000243532,0,3,0,0,0,0,0,0
ENSG00000243537,1,0,0,2,0,6,9,2
ENSG00000243538,5,0,2,4,3,2,3,5
ENSG00000243539,0,0,0,0,0,0,0,0
ENSG00000243541,0,0,0,0,0,0,0,0
ENSG00000243543,0,0,0,0,0,0,0,0
ENSG00000243544,0,1,0,0,0,0,1,0
ENSG00000243546,0,0,0,0,0,0,0,0
ENSG00000243547,246,93,214,245,39,34,131,258
ENSG00000243548,0,0,0,0,0,0,0,0
ENSG00000243549,0,0,0,0,0,0,0,0
ENSG00000243550,22,15,17,43,0,4,10,50
ENSG00000243554,0,0,0,0,0,0,0,0
ENSG00000243560,1,1,1,1,1,0,2,0
ENSG00000243562,0,10,0,0,2,13,26,0
ENSG00000243566,15,0,19,19,0,0,0,15
ENSG00000243568,0,1,0,0,0,0,0,0
ENSG00000243572,0,0,0,0,0,0,0,0
ENSG00000243574,0,0,0,0,0,0,1,0
ENSG00000243581,0,0,0,0,0,0,0,0
ENSG00000243584,0,0,0,0,0,0,0,0
ENSG00000243591,0,0,0,0,0,0,0,0
ENSG00000243592,2,2,1,0,1,2,2,1
ENSG00000243593,11,0,12,21,0,0,0,34
ENSG00000243596,0,0,0,0,0,0,0,0
ENSG00000243601,0,0,0,0,0,0,0,0
ENSG00000243607,0,0,0,1,0,0,0,0
ENSG00000243609,0,0,3,2,0,0,0,0
ENSG00000243613,0,0,0,0,0,0,0,0
ENSG00000243620,0,2,0,0,0,2,1,0
ENSG00000243621,0,0,0,0,0,0,0,0
ENSG00000243627,0,0,0,0,0,0,0,0
ENSG00000243629,4,5,0,3,2,5,11,3
ENSG00000243633,0,0,0,0,0,0,0,0
ENSG00000243635,0,8,0,0,1,1,6,0
ENSG00000243636,18,0,8,10,1,0,2,12
ENSG00000243641,0,0,0,0,0,0,0,0
ENSG00000243642,0,0,0,0,0,0,0,0
ENSG00000243643,0,0,0,0,0,0,0,0
ENSG00000243646,47,31,54,32,6,3,6,47
ENSG00000243648,0,0,0,0,0,0,0,0
ENSG00000243649,25,4,19,7,0,1,2,9
ENSG00000243650,13,5,6,0,2,0,9,6
ENSG00000243655,0,0,0,0,0,0,0,0
ENSG00000243658,0,0,0,0,0,0,0,0
ENSG00000243659,0,0,3,2,0,0,1,0
ENSG00000243660,106,77,97,99,19,22,75,129
ENSG00000243661,0,0,0,0,0,0,0,0
ENSG00000243663,7,1,10,11,1,8,15,8
ENSG00000243664,0,0,0,0,0,0,0,0
ENSG00000243667,137,81,105,110,39,11,57,130
ENSG00000243669,0,0,0,0,0,0,0,1
ENSG00000243671,0,0,0,0,0,0,0,0
ENSG00000243672,0,0,0,0,0,0,0,1
ENSG00000243674,1,0,0,3,0,0,0,1
ENSG00000243675,0,0,0,0,1,0,0,1
ENSG00000243678,37,47,32,49,21,11,27,45
ENSG00000243679,0,0,0,0,0,0,0,0
ENSG00000243680,5151,77,5280,5836,41,62,182,5542
ENSG00000243686,0,0,0,0,0,0,0,0
ENSG00000243687,0,0,0,0,0,0,0,0
ENSG00000243694,0,1,0,0,0,0,2,0
ENSG00000243695,0,0,0,0,0,0,0,0
ENSG00000243696,32,11,46,51,1,3,8,45
ENSG00000243697,0,0,2,0,0,0,1,0
ENSG00000243700,0,0,0,0,0,0,0,0
ENSG00000243701,716,462,481,678,150,102,306,691
ENSG00000243702,0,3,0,0,2,2,0,0
ENSG00000243704,0,0,0,0,0,0,0,0
ENSG00000243705,1,0,2,1,0,0,0,1
ENSG00000243708,255,26,235,145,8,7,17,150
ENSG00000243709,0,2,0,1,0,1,2,2
ENSG00000243710,62,10,63,26,4,0,4,30
ENSG00000243711,1,1,0,0,0,0,1,1
ENSG00000243715,0,0,0,0,0,0,0,0
ENSG00000243716,175,29,109,146,9,9,20,113
ENSG00000243720,0,0,0,1,0,0,1,0
ENSG00000243721,0,0,0,0,0,0,0,0
ENSG00000243723,0,0,0,0,0,0,0,0
ENSG00000243725,43,31,47,41,14,3,15,52
ENSG00000243729,0,0,0,0,0,0,0,0
ENSG00000243730,0,0,0,0,0,0,1,0
ENSG00000243733,0,0,0,0,0,0,0,0
ENSG00000243738,24,3,19,12,2,0,0,28
ENSG00000243742,0,0,0,0,0,0,0,0
ENSG00000243744,0,0,0,1,0,2,0,0
ENSG00000243746,4,2,1,5,1,0,3,4
ENSG00000243749,2,4,2,2,0,0,4,1
ENSG00000243753,0,0,0,0,0,0,0,0
ENSG00000243758,0,0,0,0,0,0,0,0
ENSG00000243759,74,119,54,62,40,53,164,88
ENSG00000243761,0,0,0,0,0,0,1,0
ENSG00000243762,0,5,0,1,1,3,5,1
ENSG00000243766,0,76,0,0,29,28,90,1
ENSG00000243770,0,0,0,0,3,0,0,0
ENSG00000243771,0,0,0,0,0,0,0,0
ENSG00000243772,0,0,0,0,0,0,0,0
ENSG00000243775,0,0,0,0,0,0,0,0
ENSG00000243777,6,0,4,6,0,1,1,3
ENSG00000243779,13,0,13,9,0,1,3,7
ENSG00000243780,0,0,0,0,0,0,0,0
ENSG00000243781,0,0,0,0,0,0,0,0
ENSG00000243782,0,0,0,0,0,0,0,0
ENSG00000243789,24,11,18,15,2,1,4,8
ENSG00000243792,0,0,0,0,0,0,0,0
ENSG00000243794,0,0,0,0,0,0,0,0
ENSG00000243795,0,0,0,2,0,0,0,0
ENSG00000243797,0,74,0,0,38,28,104,0
ENSG00000243799,0,0,0,0,0,0,0,0
ENSG00000243801,0,0,0,0,0,0,0,0
ENSG00000243802,16,0,7,7,0,4,5,11
ENSG00000243806,0,0,0,0,0,0,0,0
ENSG00000243810,0,0,0,0,0,0,0,0
ENSG00000243811,0,19,0,0,3,3,11,0
ENSG00000243813,0,0,0,1,0,0,0,0
ENSG00000243817,0,0,0,0,0,0,0,0
ENSG00000243818,0,0,2,1,0,0,0,0
ENSG00000243819,48,33,50,188,13,9,11,195
ENSG00000243822,0,0,0,0,0,0,0,0
ENSG00000243824,16,0,12,62,0,0,2,16
ENSG00000243828,0,0,0,0,0,0,0,0
ENSG00000243829,14,2,17,59,5,2,6,15
ENSG00000243830,17,9,11,20,4,3,12,9
ENSG00000243831,0,0,0,0,0,0,0,0
ENSG00000243832,0,0,0,0,0,0,0,0
ENSG00000243836,0,0,0,0,0,0,0,0
ENSG00000243838,0,0,0,0,0,0,0,0
ENSG00000243844,5,0,2,1,0,1,1,4
ENSG00000243845,0,0,0,0,0,0,0,0
ENSG00000243847,0,0,0,0,0,0,0,0
ENSG00000243849,0,0,0,0,0,0,0,0
ENSG00000243853,0,0,0,0,0,0,0,0
ENSG00000243854,0,0,0,0,2,0,1,1
ENSG00000243855,0,0,0,0,0,0,0,0
ENSG00000243856,0,0,0,0,0,1,5,0
ENSG00000243859,1376,888,1317,1541,255,236,685,1533
ENSG00000243861,0,0,0,0,0,0,0,0
ENSG00000243864,0,0,0,0,0,0,0,0
ENSG00000243870,0,0,0,0,0,0,0,0
ENSG00000243871,0,0,0,0,0,0,0,0
ENSG00000243872,0,0,0,0,0,0,4,0
ENSG00000243873,0,4,0,0,0,0,0,0
ENSG00000243877,0,0,0,0,0,0,0,0
ENSG00000243883,0,0,0,0,0,0,0,0
ENSG00000243885,1,0,0,2,0,0,0,2
ENSG00000243886,0,0,0,0,0,0,0,0
ENSG00000243888,0,0,0,0,0,0,0,0
ENSG00000243889,0,0,0,0,0,0,0,0
ENSG00000243894,1,0,0,2,0,0,0,0
ENSG00000243896,5,0,8,7,0,0,0,6
ENSG00000243900,0,0,0,0,0,0,0,0
ENSG00000243902,1,5,5,3,3,0,6,11
ENSG00000243903,0,0,0,0,0,0,0,0
ENSG00000243904,1,0,1,4,0,0,1,1
ENSG00000243905,0,1,0,0,0,0,6,0
ENSG00000243910,0,1,1,2,0,0,3,0
ENSG00000243911,0,0,0,0,0,0,2,0
ENSG00000243914,2,1,0,0,0,0,0,0
ENSG00000243915,1,14,0,0,7,6,11,1
ENSG00000243916,0,0,0,0,0,0,3,1
ENSG00000243918,11,2,11,6,0,2,1,20
ENSG00000243920,0,0,0,0,0,0,0,0
ENSG00000243925,0,0,0,0,0,0,0,0
ENSG00000243926,125,60,120,125,21,18,39,151
ENSG00000243927,27,62,29,4,21,43,207,9
ENSG00000243929,0,0,0,0,0,0,0,0
ENSG00000243930,0,0,0,0,0,0,0,0
ENSG00000243939,0,0,0,0,0,0,0,0
ENSG00000243943,1532,0,1343,1167,0,0,0,1336
ENSG00000243945,0,0,0,0,0,0,0,0
ENSG00000243951,0,2,0,0,0,0,1,0
ENSG00000243953,2,0,0,2,0,0,0,5
ENSG00000243954,0,0,0,0,1,0,0,0
ENSG00000243955,150,0,120,328,0,0,0,310
ENSG00000243957,0,0,0,0,0,0,0,0
ENSG00000243959,0,0,0,0,0,0,0,0
ENSG00000243960,15,6,11,15,4,1,5,5
ENSG00000243961,0,0,0,0,0,0,0,0
ENSG00000243964,19,34,35,30,13,36,94,35
ENSG00000243967,0,0,0,0,0,0,0,0
ENSG00000243968,0,0,0,0,0,0,0,0
ENSG00000243969,1,0,0,1,0,0,0,0
ENSG00000243970,0,0,0,0,0,0,0,0
ENSG00000243974,0,0,0,1,0,3,4,0
ENSG00000243976,0,0,0,0,0,0,0,0
ENSG00000243977,2,0,0,1,0,0,0,0
ENSG00000243978,9,15,13,7,4,11,17,9
ENSG00000243979,10,3,9,10,0,1,8,7
ENSG00000243980,0,0,0,0,0,0,0,0
ENSG00000243981,0,0,0,0,0,0,0,0
ENSG00000243986,0,3,0,3,2,0,3,0
ENSG00000243988,3,0,1,3,0,1,9,3
ENSG00000243989,21,6,32,41,2,2,1,51
ENSG00000243991,0,0,0,0,0,0,0,0
ENSG00000243995,0,0,0,0,0,0,0,0
ENSG00000244000,0,0,0,0,0,0,0,0
ENSG00000244002,0,0,0,0,0,2,4,1
ENSG00000244003,0,0,0,0,0,0,0,0
ENSG00000244004,0,0,0,0,0,1,1,0
ENSG00000244005,1655,1060,1682,2494,426,247,662,2144
ENSG00000244006,1,0,2,0,0,0,0,2
ENSG00000244009,1,1,0,1,0,1,1,2
ENSG00000244018,7,3,1,3,2,0,2,3
ENSG00000244019,0,0,1,1,0,0,1,1
ENSG00000244020,0,0,0,0,0,0,0,0
ENSG00000244021,3,1,3,3,0,0,0,1
